date,t,p_infected_tested,p_tested,p_infected,p_tested_infected,pop,smoothed_P_t_i,newCases,smoothedCases,pRelDetection,pRelUnderdetection,minNTrue,minUnderdetection,minTrueIncidence,reportedIncidence
2023-01-01,306,0.358,0.000524,0.000036,5.194,84334787,5.658,43796,46964,0.191,0.809,245499,198535,2037.704,389.813
2023-01-02,307,0.345,0.000535,0.000034,5.463,84334787,5.833,43279,46155,0.197,0.803,234031,187876,1942.516,383.098
2023-01-03,308,0.332,0.000547,0.000031,5.794,84334787,6.109,51906,45371,0.207,0.793,219683,174312,1823.424,376.591
2023-01-04,309,0.32,0.000558,0.000029,6.185,84334787,6.482,48019,44367,0.219,0.781,202461,158094,1680.477,368.257
2023-01-05,310,0.307,0.000569,0.000026,6.643,84334787,6.942,43704,43028,0.235,0.765,183323,140295,1521.627,357.143
2023-01-06,311,0.294,0.00058,0.000024,7.2,84334787,7.472,40861,41395,0.253,0.747,163858,122463,1360.063,343.589
2023-01-07,312,0.281,0.000592,0.000021,7.9,84334787,8.043,37879,39604,0.272,0.728,145650,106046,1208.932,328.723
2023-01-08,313,0.269,0.000603,0.000018,8.761,84334787,8.615,37366,37797,0.291,0.709,129767,91970,1077.099,313.725
2023-01-09,314,0.259,0.000596,0.000016,9.523,84334787,9.148,37130,36072,0.309,0.691,116630,80558,968.058,299.407
2023-01-10,315,0.249,0.000589,0.000014,10.196,84334787,9.607,34499,34484,0.325,0.675,106166,71682,881.205,286.226
2023-01-11,316,0.239,0.000582,0.000013,10.653,84334787,9.976,31268,33068,0.337,0.663,98048,64980,813.823,274.473
2023-01-12,317,0.229,0.000575,0.000012,10.874,84334787,10.253,28871,31843,0.347,0.653,91858,60015,762.445,264.305
2023-01-13,318,0.219,0.000568,0.000011,10.902,84334787,10.453,26534,30816,0.353,0.647,87195,56379,723.74,255.781
