date,t,p_infected_tested,p_tested,p_infected,p_tested_infected,pop,smoothed_P_t_i,newCases,smoothedCases,pRelDetection,pRelUnderdetection,minNTrue,minUnderdetection,minTrueIncidence,reportedIncidence
2022-07-19,902,0.549,0.001605,0.0000745,11.825,84334787,11.949,193849,185003,0.348,0.652,531315,346312,4410.048,1535.572
2022-07-20,903,0.547,0.001586,0.0000717,12.1,84334787,11.725,193466,183730,0.342,0.658,537714,353984,4463.162,1525.005
2022-07-21,904,0.545,0.001568,0.0000696,12.292,84334787,11.505,189628,181982,0.335,0.665,542808,360826,4505.443,1510.496
2022-07-22,905,0.544,0.001549,0.0000679,12.405,84334787,11.272,185837,179748,0.328,0.672,547184,367436,4541.765,1491.954
2022-07-23,906,0.542,0.00153,0.0000666,12.443,84334787,11.018,180404,177031,0.321,0.679,551355,374324,4576.386,1469.402
2022-07-24,907,0.54,0.001512,0.0000661,12.35,84334787,10.736,179541,173844,0.313,0.687,555668,381824,4612.185,1442.949
2022-07-25,908,0.533,0.001475,0.0000670,11.741,84334787,10.425,179197,170215,0.304,0.696,560278,390063,4650.449,1412.827
2022-07-26,909,0.526,0.001439,0.0000701,10.792,84334787,10.091,175152,166181,0.294,0.706,565108,398927,4690.539,1379.344
2022-07-27,910,0.519,0.001403,0.0000753,9.665,84334787,9.742,167922,161788,0.284,0.716,569857,408069,4729.957,1342.881
2022-07-28,911,0.512,0.001367,0.0000806,8.676,84334787,9.391,160499,157093,0.274,0.726,574038,416945,4764.66,1303.912
2022-07-29,912,0.505,0.00133,0.0000843,7.965,84334787,9.049,152436,152157,0.264,0.736,577018,424861,4789.395,1262.941
2022-07-30,913,0.498,0.001294,0.0000859,7.496,84334787,8.728,144626,147052,0.254,0.746,578140,431088,4798.708,1220.569
2022-07-31,914,0.491,0.001258,0.0000856,7.208,84334787,8.439,142759,141849,0.246,0.754,576794,434945,4787.536,1177.382
2022-08-01,915,0.484,0.001228,0.0000836,7.109,84334787,8.188,141643,136624,0.239,0.761,572561,435937,4752.401,1134.014
2022-08-02,916,0.477,0.001199,0.0000801,7.139,84334787,7.98,131314,131448,0.233,0.767,565270,433822,4691.884,1091.052
2022-08-03,917,0.47,0.001169,0.0000758,7.258,84334787,7.814,121686,126389,0.228,0.772,555051,428662,4607.063,1049.061
2022-08-04,918,0.464,0.00114,0.0000715,7.391,84334787,7.689,113891,121507,0.224,0.776,542301,420794,4501.235,1008.539
2022-08-05,919,0.457,0.00111,0.0000681,7.454,84334787,7.6,108407,116851,0.221,0.779,527600,410749,4379.213,969.893
2022-08-06,920,0.45,0.001081,0.0000657,7.411,84334787,7.543,104566,112459,0.22,0.78,511617,399158,4246.55,933.438
2022-08-07,921,0.444,0.001051,0.0000640,7.285,84334787,7.511,103930,108356,0.219,0.781,495010,386654,4108.708,899.382
2022-08-08,922,0.438,0.00104,0.0000626,7.282,84334787,7.5,103699,104553,0.219,0.781,478343,373790,3970.368,867.816
2022-08-09,923,0.432,0.00103,0.0000609,7.315,84334787,7.505,98577,101052,0.219,0.781,462070,361018,3835.298,838.757
2022-08-10,924,0.427,0.001019,0.0000586,7.42,84334787,7.52,93745,97846,0.219,0.781,446513,348667,3706.171,812.146
2022-08-11,925,0.421,0.001008,0.0000561,7.567,84334787,7.542,90047,94918,0.22,0.78,431867,336949,3584.605,787.843
2022-08-12,926,0.415,0.000998,0.0000539,7.681,84334787,7.569,87520,92248,0.221,0.779,418235,325987,3471.456,765.682
2022-08-13,927,0.41,0.000987,0.0000524,7.716,84334787,7.598,86051,89811,0.221,0.779,405643,315832,3366.939,745.454
2022-08-14,928,0.404,0.000976,0.0000513,7.686,84334787,7.626,85399,87581,0.222,0.778,394073,306492,3270.905,726.944
2022-08-15,929,0.401,0.000968,0.0000504,7.687,84334787,7.654,85209,85529,0.223,0.777,383469,297940,3182.889,709.912
2022-08-16,930,0.397,0.000959,0.0000496,7.682,84334787,7.678,81858,83629,0.224,0.776,373778,290149,3102.452,694.142
2022-08-17,931,0.394,0.00095,0.0000487,7.682,84334787,7.697,80609,81853,0.224,0.776,364938,283085,3029.077,679.401
2022-08-18,932,0.391,0.000941,0.0000478,7.692,84334787,7.709,79604,80176,0.225,0.775,356904,276728,2962.393,665.481
2022-08-19,933,0.387,0.000933,0.0000468,7.727,84334787,7.712,78316,78577,0.225,0.775,349654,271077,2902.216,652.209
2022-08-20,934,0.384,0.000924,0.0000455,7.805,84334787,7.703,76060,77038,0.224,0.776,343186,266148,2848.53,639.435
2022-08-21,935,0.381,0.000915,0.0000439,7.93,84334787,7.681,75647,75545,0.224,0.776,337513,261968,2801.443,627.043
2022-08-22,936,0.376,0.000908,0.0000424,8.041,84334787,7.643,75236,74089,0.223,0.777,332664,258575,2761.195,614.957
2022-08-23,937,0.37,0.000902,0.0000413,8.089,84334787,7.587,74094,72665,0.221,0.779,328675,256010,2728.085,603.138
2022-08-24,938,0.365,0.000895,0.0000407,8.023,84334787,7.512,70935,71273,0.219,0.781,325581,254308,2702.404,591.584
2022-08-25,939,0.36,0.000888,0.0000407,7.849,84334787,7.418,68571,69916,0.216,0.784,323410,253494,2684.385,580.32
2022-08-26,940,0.354,0.000881,0.0000410,7.613,84334787,7.307,66562,68599,0.213,0.787,322169,253570,2674.084,569.389
2022-08-27,941,0.349,0.000875,0.0000415,7.361,84334787,7.179,65625,67328,0.209,0.791,321842,254514,2671.37,558.839
2022-08-28,942,0.344,0.000868,0.0000419,7.12,84334787,7.037,65170,66112,0.205,0.795,322394,256282,2675.952,548.746
2022-08-29,943,0.341,0.000865,0.0000424,6.959,84334787,6.885,65113,64959,0.201,0.799,323754,258795,2687.24,539.176
2022-08-30,944,0.337,0.000863,0.0000429,6.782,84334787,6.728,63884,63880,0.196,0.804,325828,261948,2704.455,530.22
2022-08-31,945,0.334,0.00086,0.0000437,6.579,84334787,6.569,62587,62885,0.191,0.809,328485,265600,2726.508,521.961
2022-09-01,946,0.331,0.000857,0.0000446,6.358,84334787,6.415,60511,61985,0.187,0.813,331560,269575,2752.032,514.491
2022-09-02,947,0.328,0.000854,0.0000457,6.127,84334787,6.271,58956,61191,0.183,0.817,334856,273665,2779.389,507.901
2022-09-03,948,0.325,0.000852,0.0000470,5.883,84334787,6.141,57907,60515,0.179,0.821,338154,277639,2806.763,502.29
2022-09-04,949,0.321,0.000849,0.0000486,5.615,84334787,6.031,57845,59968,0.176,0.824,341222,281254,2832.229,497.75
2022-09-05,950,0.321,0.000851,0.0000505,5.412,84334787,5.944,57634,59557,0.173,0.827,343814,284257,2853.743,494.338
2022-09-06,951,0.321,0.000852,0.0000521,5.242,84334787,5.885,56700,59290,0.171,0.829,345724,286434,2869.596,492.122
2022-09-07,952,0.32,0.000854,0.0000529,5.168,84334787,5.855,56239,59171,0.171,0.829,346783,287612,2878.386,491.134
2022-09-08,953,0.32,0.000856,0.0000525,5.219,84334787,5.856,56971,59203,0.171,0.829,346893,287690,2879.299,491.4
2022-09-09,954,0.32,0.000857,0.0000510,5.376,84334787,5.889,57900,59387,0.172,0.828,346034,286647,2872.169,492.927
2022-09-10,955,0.319,0.000859,0.0000490,5.594,84334787,5.953,58354,59721,0.173,0.827,344248,284527,2857.345,495.699
2022-09-11,956,0.319,0.000861,0.0000473,5.805,84334787,6.047,58250,60204,0.176,0.824,341658,281454,2835.848,499.708
2022-09-12,957,0.322,0.000866,0.0000463,6.019,84334787,6.168,58303,60836,0.18,0.82,338441,277605,2809.146,504.954
2022-09-13,958,0.324,0.000872,0.0000462,6.123,84334787,6.315,59518,61619,0.184,0.816,334817,273198,2779.066,511.453
2022-09-14,959,0.327,0.000878,0.0000466,6.162,84334787,6.485,61150,62559,0.189,0.811,331037,268478,2747.691,519.255
2022-09-15,960,0.33,0.000883,0.0000468,6.228,84334787,6.674,62123,63666,0.194,0.806,327370,263704,2717.254,528.444
2022-09-16,961,0.332,0.000889,0.0000461,6.409,84334787,6.877,63737,64957,0.2,0.8,324107,259150,2690.17,539.159
2022-09-17,962,0.335,0.000895,0.0000445,6.738,84334787,7.092,65071,66454,0.207,0.793,321532,255078,2668.797,551.585
2022-09-18,963,0.338,0.0009,0.0000425,7.158,84334787,7.313,65231,68182,0.213,0.787,319915,251733,2655.375,565.928
2022-09-19,964,0.343,0.000922,0.0000408,7.746,84334787,7.536,65393,70174,0.22,0.78,319524,249350,2652.13,582.462
2022-09-20,965,0.349,0.000943,0.0000400,8.216,84334787,7.756,67607,72458,0.226,0.774,320572,248114,2660.828,601.42
2022-09-21,966,0.354,0.000964,0.0000401,8.51,84334787,7.969,69528,75065,0.232,0.768,323251,248186,2683.065,623.058
2022-09-22,967,0.359,0.000986,0.0000410,8.639,84334787,8.17,72660,78017,0.238,0.762,327697,249680,2719.968,647.561
2022-09-23,968,0.365,0.001007,0.0000424,8.663,84334787,8.356,75551,81323,0.243,0.757,333979,252656,2772.11,675.001
2022-09-24,969,0.37,0.001029,0.0000440,8.641,84334787,8.524,79306,84983,0.248,0.752,342138,257155,2839.832,705.38
2022-09-25,970,0.375,0.00105,0.0000458,8.605,84334787,8.67,80878,88981,0.253,0.747,352163,263182,2923.042,738.565
2022-09-26,971,0.389,0.001087,0.0000476,8.885,84334787,8.794,81833,93290,0.256,0.744,364023,270733,3021.483,774.331
2022-09-27,972,0.403,0.001123,0.0000495,9.155,84334787,8.893,89361,97872,0.259,0.741,377665,279793,3134.715,812.362
2022-09-28,973,0.418,0.00116,0.0000514,9.414,84334787,8.965,101312,102690,0.261,0.739,393045,290355,3262.373,852.353
2022-09-29,974,0.432,0.001196,0.0000535,9.645,84334787,9.012,112341,107710,0.263,0.737,410117,302407,3404.075,894.02
2022-09-30,975,0.446,0.001232,0.0000560,9.809,84334787,9.035,120632,112905,0.263,0.737,428815,315910,3559.273,937.14
2022-10-01,976,0.46,0.001269,0.0000592,9.856,84334787,9.037,128077,118261,0.263,0.737,449041,330780,3727.154,981.596
2022-10-02,977,0.474,0.001305,0.0000634,9.757,84334787,9.025,130158,123770,0.263,0.737,470602,346832,3906.115,1027.322
2022-10-03,978,0.484,0.001329,0.0000688,9.348,84334787,9.006,131076,129427,0.262,0.738,493168,363741,4093.419,1074.277
2022-10-04,979,0.494,0.001352,0.0000753,8.873,84334787,8.988,112020,135214,0.262,0.738,516205,380991,4284.632,1122.31
2022-10-05,980,0.504,0.001376,0.0000825,8.405,84334787,8.983,119736,141092,0.262,0.738,538963,397871,4473.529,1171.099
2022-10-06,981,0.514,0.001399,0.0000895,8.032,84334787,8.999,136286,146990,0.262,0.738,560490,413500,4652.208,1220.054
2022-10-07,982,0.524,0.001422,0.0000951,7.839,84334787,9.045,154664,152799,0.264,0.736,579711,426912,4811.747,1268.27
2022-10-08,983,0.534,0.001446,0.0000979,7.891,84334787,9.125,166475,158377,0.266,0.734,595567,437190,4943.356,1314.569
2022-10-09,984,0.544,0.001469,0.0000974,8.208,84334787,9.244,168104,163558,0.269,0.731,607166,443608,5039.631,1357.573
2022-10-10,985,0.54,0.001478,0.0000942,8.476,84334787,9.4,169673,168167,0.274,0.726,613921,445754,5095.699,1395.829
2022-10-11,986,0.536,0.001488,0.0000893,8.93,84334787,9.59,206855,172038,0.279,0.721,615613,443575,5109.743,1427.959
2022-10-12,987,0.532,0.001497,0.0000837,9.521,84334787,9.808,211534,175034,0.286,0.714,612406,437372,5083.124,1452.826
2022-10-13,988,0.528,0.001506,0.0000782,10.172,84334787,10.047,204118,177058,0.293,0.707,604765,427707,5019.702,1469.626
2022-10-14,989,0.524,0.001516,0.0000737,10.775,84334787,10.298,193678,178063,0.3,0.7,593359,415296,4925.029,1477.968
2022-10-15,990,0.52,0.001525,0.0000707,11.221,84334787,10.553,186673,178051,0.308,0.692,578946,400895,4805.398,1477.868
2022-10-16,991,0.516,0.001534,0.0000691,11.47,84334787,10.806,185368,177066,0.315,0.685,562284,385218,4667.099,1469.692
2022-10-17,992,0.512,0.001511,0.0000682,11.334,84334787,11.049,184279,175183,0.322,0.678,544060,368877,4515.835,1454.063
2022-10-18,993,0.507,0.001488,0.0000673,11.219,84334787,11.278,179164,172497,0.329,0.671,524869,352372,4356.545,1431.769
2022-10-19,994,0.503,0.001465,0.0000652,11.288,84334787,11.487,174814,169108,0.335,0.665,505191,336083,4193.213,1403.639
2022-10-20,995,0.498,0.001442,0.0000619,11.607,84334787,11.673,169660,165114,0.34,0.66,485405,320291,4028.984,1370.488
2022-10-21,996,0.494,0.001419,0.0000579,12.1,84334787,11.832,163469,160604,0.345,0.655,465801,305197,3866.266,1333.054
2022-10-22,997,0.489,0.001396,0.0000541,12.609,84334787,11.96,157548,155655,0.349,0.651,446591,290936,3706.818,1291.976
2022-10-23,998,0.484,0.001373,0.0000511,13.008,84334787,12.055,156105,150339,0.351,0.649,427947,277608,3552.068,1247.852
2022-10-24,999,0.476,0.001334,0.0000488,12.994,84334787,12.112,155365,144721,0.353,0.647,410002,265281,3403.12,1201.221
2022-10-25,1000,0.467,0.001295,0.0000470,12.868,84334787,12.129,145567,138866,0.353,0.647,392879,254013,3260.995,1152.623
2022-10-26,1001,0.458,0.001256,0.0000453,12.686,84334787,12.101,134989,132841,0.353,0.647,376696,243855,3126.672,1102.614
2022-10-27,1002,0.449,0.001217,0.0000437,12.487,84334787,12.026,124568,126721,0.35,0.65,361591,234870,3001.296,1051.816
2022-10-28,1003,0.44,0.001178,0.0000421,12.308,84334787,11.9,116457,120586,0.347,0.653,347721,227135,2886.172,1000.894
2022-10-29,1004,0.431,0.001139,0.0000403,12.186,84334787,11.722,109472,114520,0.342,0.658,335258,220738,2782.726,950.545
2022-10-30,1005,0.422,0.001099,0.0000382,12.15,84334787,11.489,107649,108608,0.335,0.665,324392,215784,2692.535,901.474
2022-10-31,1006,0.412,0.001066,0.0000360,12.2,84334787,11.202,106835,102930,0.326,0.674,315313,212383,2617.177,854.345
2022-11-01,1007,0.402,0.001033,0.0000341,12.187,84334787,10.862,92328,97557,0.317,0.683,308209,210652,2558.212,809.748
2022-11-02,1008,0.392,0.001,0.0000329,11.93,84334787,10.472,77095,92547,0.305,0.695,303250,210703,2517.051,768.163
2022-11-03,1009,0.382,0.000967,0.0000327,11.3,84334787,10.04,75506,87937,0.293,0.707,300565,212628,2494.765,729.899
2022-11-04,1010,0.372,0.000934,0.0000337,10.31,84334787,9.571,73406,83742,0.279,0.721,300228,216486,2491.968,695.08
2022-11-05,1011,0.362,0.000901,0.0000358,9.128,84334787,9.078,71068,79956,0.265,0.735,302254,222298,2508.784,663.655
2022-11-06,1012,0.352,0.000867,0.0000383,7.986,84334787,8.569,70438,76554,0.25,0.75,306580,230026,2544.691,635.418
2022-11-07,1013,0.344,0.000869,0.0000406,7.351,84334787,8.056,69590,73495,0.235,0.765,313058,239563,2598.46,610.027
2022-11-08,1014,0.336,0.00087,0.0000426,6.854,84334787,7.55,72100,70733,0.22,0.78,321469,250736,2668.274,587.102
2022-11-09,1015,0.327,0.000871,0.0000442,6.441,84334787,7.061,74298,68218,0.206,0.794,331509,263291,2751.608,566.227
2022-11-10,1016,0.319,0.000872,0.0000459,6.059,84334787,6.597,66476,65906,0.192,0.808,342817,276911,2845.468,547.036
2022-11-11,1017,0.31,0.000873,0.0000477,5.688,84334787,6.164,61390,63761,0.18,0.82,354980,291219,2946.424,529.232
2022-11-12,1018,0.302,0.000874,0.0000496,5.32,84334787,5.766,58434,61762,0.168,0.832,367577,305815,3050.982,512.64
2022-11-13,1019,0.294,0.000875,0.0000520,4.946,84334787,5.407,57792,59897,0.158,0.842,380165,320268,3155.465,497.16
2022-11-14,1020,0.29,0.00087,0.0000549,4.591,84334787,5.088,57699,58165,0.148,0.852,392318,334153,3256.338,482.784
2022-11-15,1021,0.286,0.000865,0.0000585,4.225,84334787,4.81,54404,56573,0.14,0.86,403639,347066,3350.305,469.57
2022-11-16,1022,0.282,0.000859,0.0000622,3.895,84334787,4.572,52196,55132,0.133,0.867,413785,358653,3434.52,457.61
2022-11-17,1023,0.278,0.000854,0.0000651,3.65,84334787,4.374,50332,53852,0.127,0.873,422473,368621,3506.632,446.985
2022-11-18,1024,0.275,0.000848,0.0000663,3.514,84334787,4.214,49166,52741,0.123,0.877,429517,376776,3565.099,437.764
2022-11-19,1025,0.271,0.000843,0.0000656,3.479,84334787,4.088,48733,51805,0.119,0.881,434863,383058,3609.473,429.995
2022-11-20,1026,0.267,0.000837,0.0000636,3.517,84334787,3.994,48711,51044,0.116,0.884,438569,387525,3640.233,423.678
2022-11-21,1027,0.268,0.000837,0.0000611,3.665,84334787,3.928,48461,50454,0.114,0.886,440808,390354,3658.818,418.781
2022-11-22,1028,0.268,0.000837,0.0000592,3.792,84334787,3.885,47761,50027,0.113,0.887,441828,391801,3667.284,415.237
2022-11-23,1029,0.269,0.000836,0.0000583,3.862,84334787,3.863,47756,49753,0.113,0.887,441919,392166,3668.039,412.962
2022-11-24,1030,0.27,0.000836,0.0000582,3.875,84334787,3.858,48162,49617,0.112,0.888,441336,391719,3663.2,411.834
2022-11-25,1031,0.271,0.000835,0.0000586,3.855,84334787,3.866,48450,49606,0.113,0.887,440322,390716,3654.784,411.742
2022-11-26,1032,0.271,0.000835,0.0000593,3.819,84334787,3.885,48565,49704,0.113,0.887,439045,389341,3644.184,412.556
2022-11-27,1033,0.272,0.000835,0.0000601,3.777,84334787,3.912,48674,49895,0.114,0.886,437620,387725,3632.356,414.141
2022-11-28,1034,0.274,0.000838,0.0000609,3.775,84334787,3.947,48716,50165,0.115,0.885,436140,385975,3620.072,416.382
2022-11-29,1035,0.277,0.000841,0.0000613,3.796,84334787,3.987,49549,50501,0.116,0.884,434676,384175,3607.92,419.171
2022-11-30,1036,0.279,0.000844,0.0000609,3.868,84334787,4.03,50854,50891,0.117,0.883,433294,382403,3596.449,422.408
2022-12-01,1037,0.282,0.000847,0.0000597,3.994,84334787,4.076,51710,51326,0.119,0.881,432080,380754,3586.373,426.019
2022-12-02,1038,0.284,0.00085,0.0000581,4.153,84334787,4.123,52212,51797,0.12,0.88,431112,379315,3578.338,429.928
2022-12-03,1039,0.286,0.000853,0.0000567,4.308,84334787,4.169,52635,52301,0.121,0.879,430500,378199,3573.259,434.111
2022-12-04,1040,0.289,0.000856,0.0000558,4.426,84334787,4.213,52680,52836,0.123,0.877,430331,377495,3571.856,438.552
2022-12-05,1041,0.291,0.000857,0.0000558,4.48,84334787,4.255,52760,53401,0.124,0.876,430651,377250,3574.512,443.242
2022-12-06,1042,0.294,0.000859,0.0000566,4.466,84334787,4.294,52804,53997,0.125,0.875,431468,377471,3581.293,448.189
2022-12-07,1043,0.297,0.000861,0.0000580,4.41,84334787,4.332,53733,54625,0.126,0.874,432725,378100,3591.727,453.401
2022-12-08,1044,0.299,0.000863,0.0000594,4.356,84334787,4.368,54585,55287,0.127,0.873,434305,379018,3604.841,458.896
2022-12-09,1045,0.302,0.000865,0.0000604,4.33,84334787,4.406,55595,55979,0.128,0.872,435989,380010,3618.819,464.64
2022-12-10,1046,0.305,0.000867,0.0000609,4.339,84334787,4.447,56342,56699,0.13,0.87,437534,380835,3631.643,470.616
2022-12-11,1047,0.308,0.000869,0.0000610,4.379,84334787,4.494,56864,57437,0.131,0.869,438618,381181,3640.64,476.742
2022-12-12,1048,0.312,0.00086,0.0000609,4.404,84334787,4.549,56948,58183,0.133,0.867,438940,380757,3643.313,482.934
2022-12-13,1049,0.317,0.00085,0.0000608,4.432,84334787,4.614,58791,58922,0.134,0.866,438220,379298,3637.337,489.067
2022-12-14,1050,0.321,0.000841,0.0000607,4.453,84334787,4.691,59646,59634,0.137,0.863,436244,376610,3620.935,494.977
2022-12-15,1051,0.326,0.000832,0.0000606,4.473,84334787,4.779,61687,60297,0.139,0.861,432916,372619,3593.312,500.48
2022-12-16,1052,0.33,0.000822,0.0000602,4.509,84334787,4.878,63002,60885,0.142,0.858,428266,367381,3554.716,505.361
2022-12-17,1053,0.335,0.000813,0.0000593,4.59,84334787,4.985,63572,61370,0.145,0.855,422455,361085,3506.483,509.386
2022-12-18,1054,0.339,0.000804,0.0000574,4.753,84334787,5.094,63509,61724,0.148,0.852,415764,354040,3450.946,512.325
2022-12-19,1055,0.347,0.00079,0.0000544,5.043,84334787,5.201,63649,61917,0.152,0.848,408529,346612,3390.894,513.927
2022-12-20,1056,0.356,0.000776,0.0000510,5.416,84334787,5.297,64283,61923,0.154,0.846,401124,339201,3329.43,513.977
2022-12-21,1057,0.364,0.000763,0.0000478,5.81,84334787,5.377,64758,61719,0.157,0.843,393893,332174,3269.411,512.283
2022-12-22,1058,0.372,0.000749,0.0000452,6.159,84334787,5.433,64787,61291,0.158,0.842,387139,325848,3213.351,508.731
2022-12-23,1059,0.38,0.000735,0.0000435,6.425,84334787,5.46,65427,60630,0.159,0.841,381055,320425,3162.853,503.244
2022-12-24,1060,0.388,0.000722,0.0000424,6.601,84334787,5.456,66104,59745,0.159,0.841,375789,316044,3119.143,495.899
2022-12-25,1061,0.396,0.000708,0.0000421,6.674,84334787,5.42,66006,58652,0.158,0.842,371358,312706,3082.365,486.826
2022-12-26,1062,0.391,0.000682,0.0000426,6.258,84334787,5.355,65889,57379,0.156,0.844,367687,310308,3051.895,476.26
2022-12-27,1063,0.385,0.000656,0.0000444,5.683,84334787,5.267,53443,55966,0.153,0.847,364630,308664,3026.521,464.532
2022-12-28,1064,0.379,0.00063,0.0000474,5.041,84334787,5.163,52385,54453,0.15,0.85,361929,307476,3004.102,451.974
2022-12-29,1065,0.374,0.000603,0.0000498,4.526,84334787,5.051,50890,52881,0.147,0.853,359264,306383,2981.982,438.926
2022-12-30,1066,0.368,0.000577,0.0000504,4.22,84334787,4.94,47982,51286,0.144,0.856,356275,304989,2957.172,425.687
2022-12-31,1067,0.363,0.000551,0.0000491,4.07,84334787,4.836,44651,49694,0.141,0.859,352596,302902,2926.636,412.473
2023-01-01,1068,0.357,0.000525,0.0000468,4.005,84334787,4.746,43792,48119,0.138,0.862,347901,299782,2887.666,399.4
2023-01-02,1069,0.344,0.000536,0.0000441,4.187,84334787,4.673,43275,46564,0.136,0.864,341958,295394,2838.338,386.493
2023-01-03,1070,0.332,0.000547,0.0000416,4.366,84334787,4.616,51901,45024,0.135,0.865,334672,289648,2777.862,373.711
2023-01-04,1071,0.319,0.000558,0.0000396,4.499,84334787,4.576,48020,43486,0.133,0.867,326065,282579,2706.422,360.945
2023-01-05,1072,0.307,0.000569,0.0000382,4.565,84334787,4.55,43704,41938,0.133,0.867,316297,274359,2625.345,348.096
2023-01-06,1073,0.294,0.000581,0.0000373,4.576,84334787,4.533,40862,40370,0.132,0.868,305601,265231,2536.565,335.081
2023-01-07,1074,0.281,0.000592,0.0000364,4.57,84334787,4.522,37880,38777,0.132,0.868,294287,255510,2442.656,321.859
2023-01-08,1075,0.269,0.000603,0.0000352,4.603,84334787,4.512,37366,37160,0.131,0.869,282608,245448,2345.718,308.437
2023-01-09,1076,0.259,0.000596,0.0000333,4.632,84334787,4.502,37129,35528,0.131,0.869,270797,235269,2247.683,294.891
2023-01-10,1077,0.249,0.000589,0.0000309,4.739,84334787,4.491,34500,33895,0.131,0.869,259016,225121,2149.898,281.337
2023-01-11,1078,0.239,0.000582,0.0000289,4.807,84334787,4.478,31270,32279,0.131,0.869,247348,215069,2053.051,267.924
2023-01-12,1079,0.229,0.000575,0.0000278,4.739,84334787,4.468,28876,30700,0.13,0.87,235803,205103,1957.224,254.818
2023-01-13,1080,0.219,0.000568,0.0000273,4.559,84334787,4.463,26541,29178,0.13,0.87,224332,195154,1862.012,242.185
2023-01-14,1081,0.209,0.000561,0.0000271,4.334,84334787,4.471,25729,27734,0.13,0.87,212873,185139,1766.9,230.199
2023-01-15,1082,0.2,0.000554,0.0000269,4.107,84334787,4.496,25505,26383,0.131,0.869,201345,174962,1671.214,218.986
2023-01-16,1083,0.196,0.000545,0.0000266,4.013,84334787,4.547,25393,25141,0.133,0.867,189743,164602,1574.915,208.677
2023-01-17,1084,0.192,0.000537,0.0000260,3.949,84334787,4.627,22444,24018,0.135,0.865,178115,154097,1478.399,199.355
2023-01-18,1085,0.188,0.000528,0.0000253,3.919,84334787,4.742,20319,23018,0.138,0.862,166576,143558,1382.623,191.055
2023-01-19,1086,0.184,0.00052,0.0000244,3.911,84334787,4.892,18853,22143,0.143,0.857,155312,133169,1289.129,183.792
2023-01-20,1087,0.18,0.000512,0.0000235,3.918,84334787,5.079,18247,21392,0.148,0.852,144540,123148,1199.718,177.559
2023-01-21,1088,0.176,0.000503,0.0000223,3.973,84334787,5.298,17946,20757,0.154,0.846,134433,113676,1115.828,172.288
2023-01-22,1089,0.172,0.000495,0.0000204,4.167,84334787,5.548,17879,20229,0.162,0.838,125128,104899,1038.594,167.906
2023-01-23,1090,0.175,0.000499,0.0000175,4.995,84334787,5.821,17869,19799,0.17,0.83,116712,96913,968.739,164.337
2023-01-24,1091,0.178,0.000503,0.0000136,6.602,84334787,6.114,17754,19452,0.178,0.822,109182,89730,906.238,161.457
2023-01-25,1092,0.181,0.000507,0.0000096,9.57,84334787,6.419,18339,19178,0.187,0.813,102520,83342,850.942,159.182
2023-01-26,1093,0.184,0.000511,0.0000066,14.314,84334787,6.733,19074,18966,0.196,0.804,96668,77702,802.369,157.423
