,Days,Ab_1,Ab_2,Ab_3
104,104,0.4229601594422517,0.4229601594422517,0.4229601594422517
105,105,0.41873253616785516,0.41873253616785516,0.41873253616785516
106,106,0.41454716935112784,0.41454716935112784,0.41454716935112784
107,107,0.4104036366253876,0.4104036366253876,0.4104036366253876
108,108,0.4063015198455918,0.4063015198455918,0.4063015198455918
109,109,0.4022404050461511,0.4022404050461511,0.4022404050461511
110,110,0.39821988239916334,0.39821988239916334,0.39821988239916334
111,111,0.394239546173063,0.394239546173063,0.394239546173063
112,112,0.39029899469168183,0.39029899469168183,0.39029899469168183
113,113,0.38639783029371855,0.38639783029371855,0.38639783029371855
114,114,0.38253565929261246,0.38253565929261246,0.38253565929261246
115,115,0.37871209193681676,0.37871209193681676,0.37871209193681676
116,116,0.37492674237046925,0.37492674237046925,0.37492674237046925
117,117,0.3711792285944555,0.3711792285944555,0.3711792285944555
118,118,0.3674691724278603,0.3674691724278603,0.3674691724278603
119,119,0.36379619946980507,0.36379619946980507,0.36379619946980507
120,120,0.36015993906166544,0.36015993906166544,0.36015993906166544
121,121,0.3565600242496675,0.3565600242496675,0.3565600242496675
122,122,0.35299609174785646,0.35299609174785646,0.35299609174785646
123,123,0.34946778190143646,0.34946778190143646,0.34946778190143646
124,124,0.3459747386504764,0.3459747386504764,0.3459747386504764
125,125,0.34251660949397794,0.34251660949397794,0.34251660949397794
126,126,0.3390930454543031,0.3390930454543031,0.3390930454543031
127,127,0.3357037010419576,0.3357037010419576,0.3357037010419576
128,128,0.3323482342207257,0.3323482342207257,0.3323482342207257
129,129,0.3290263063731534,0.3290263063731534,0.3290263063731534
130,130,0.3257375822663774,0.3257375822663774,0.3257375822663774
131,131,0.3224817300182945,0.3224817300182945,0.3224817300182945
132,132,0.3192584210640705,0.3192584210640705,0.3192584210640705
133,133,0.31606733012298216,0.31606733012298216,0.31606733012298216
134,134,0.312908135165592,0.312908135165592,0.312908135165592
135,135,0.30978051738125095,0.30978051738125095,0.30978051738125095
136,136,0.30668416114592467,0.30668416114592467,0.30668416114592467
137,137,0.3036187539903431,0.3036187539903431,0.3036187539903431
138,138,0.30058398656846746,0.30058398656846746,0.30058398656846746
139,139,0.29757955262627206,0.29757955262627206,0.29757955262627206
140,140,0.2946051489708394,0.2946051489708394,0.2946051489708394
141,141,0.29166047543976253,0.29166047543976253,0.29166047543976253
142,142,0.28874523487085507,0.28874523487085507,0.28874523487085507
143,143,0.2858591330721623,0.2858591330721623,0.2858591330721623
144,144,0.2830018787922731,0.2830018787922731,0.2830018787922731
145,145,0.28017318369092814,0.28017318369092814,0.28017318369092814
146,146,0.277372762309922,0.277372762309922,0.277372762309922
147,147,0.27460033204429635,0.27460033204429635,0.27460033204429635
148,148,0.2718556131138202,0.2718556131138202,0.2718556131138202
149,149,0.2691383285347566,0.2691383285347566,0.2691383285347566
150,150,0.26644820409191033,0.26644820409191033,0.26644820409191033
